Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
10-10-2025,Transaction at Air India,1636.45,Travel,Net Banking,Mumbai,Savings,Debit,POS Terminal,INR,Service,Yes,Friday,October,Morning
10-10-2025,Transaction at Rapido,598.06,Transport,Debit Card,Mumbai,Credit Card,Debit,Mobile,INR,Service,Yes,Friday,October,Evening
10-10-2025,Transaction at Puma,7287.9,Clothing,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Night
10-10-2025,Transaction at Nature's Basket,1109.0,Grocery,UPI,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Friday,October,Evening
10-10-2025,Transaction at Tata Cliq,539.36,Online Shopping,UPI,Hyderabad,Savings,Debit,POS Terminal,INR,Online Store,No,Friday,October,Morning
10-10-2025,Transaction at JioMart,3115.42,Grocery,UPI,Bangalore,Salary,Debit,Mobile,INR,Retail,Yes,Friday,October,Night
10-10-2025,Transaction at Rapido,1659.59,Transport,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Friday,October,Evening
10-10-2025,Transaction at Puma,3533.77,Clothing,Credit Card,Mumbai,Savings,Debit,Desktop,INR,Retail,Yes,Friday,October,Night
10-10-2025,Transaction at DMart,789.93,Grocery,UPI,Pune,Current,Debit,Mobile,INR,Retail,Yes,Friday,October,Afternoon
10-10-2025,Transaction at CCD,358.25,Food,UPI,Kolkata,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Friday,October,Night
10-10-2025,Transaction at Pizza Hut,1018.93,Food,Credit Card,Kolkata,Salary,Debit,Mobile,INR,Restaurant,No,Friday,October,Afternoon
10-10-2025,Transaction at Vodafone Idea,703.29,Bills,UPI,Hyderabad,Credit Card,Debit,Desktop,INR,Service,No,Friday,October,Evening
10-10-2025,Transaction at Property Tax Online,5213.97,Bills,UPI,Kolkata,Savings,Debit,Desktop,INR,Service,No,Friday,October,Evening
10-10-2025,Transaction at Ajio,8571.36,Online Shopping,Credit Card,Pune,Salary,Debit,Mobile,INR,Online Store,No,Friday,October,Night
11-10-2025,Transaction at Biba,1991.76,Clothing,Credit Card,Chennai,Salary,Debit,Desktop,INR,Retail,No,Saturday,October,Afternoon
11-10-2025,Transaction at Nike,2201.56,Clothing,Net Banking,Bangalore,Salary,Debit,POS Terminal,INR,Retail,Yes,Saturday,October,Night
11-10-2025,Transaction at Cream Stone,577.18,Food,Debit Card,Bangalore,Credit Card,Debit,POS Terminal,INR,Restaurant,No,Saturday,October,Afternoon
11-10-2025,Transaction at SonyLiv,413.08,Entertainment,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Subscription,Yes,Saturday,October,Evening
11-10-2025,Transaction at Wrogn,1925.96,Clothing,Debit Card,Delhi,Savings,Debit,Mobile,INR,Retail,No,Saturday,October,Morning
11-10-2025,Transaction at Zee5,300.07,Entertainment,Net Banking,Mumbai,Current,Debit,Desktop,INR,Subscription,Yes,Saturday,October,Night
11-10-2025,Transaction at Apple Music,383.37,Entertainment,Credit Card,Pune,Salary,Debit,Desktop,INR,Subscription,Yes,Saturday,October,Afternoon
11-10-2025,Transaction at BigBazaar,2948.11,Grocery,Credit Card,Delhi,Credit Card,Debit,Mobile,INR,Retail,Yes,Saturday,October,Morning
11-10-2025,Transaction at Spotify,316.46,Entertainment,UPI,Hyderabad,Current,Debit,POS Terminal,INR,Subscription,No,Saturday,October,Afternoon
11-10-2025,Transaction at Flipkart,9020.36,Online Shopping,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Online Store,Yes,Saturday,October,Evening
11-10-2025,Transaction at PharmEasy,5007.56,Healthcare,Net Banking,Delhi,Credit Card,Debit,Mobile,INR,Service,No,Saturday,October,Night
11-10-2025,Transaction at SonyLiv,495.23,Entertainment,UPI,Bangalore,Savings,Debit,Mobile,INR,Subscription,Yes,Saturday,October,Afternoon
11-10-2025,Transaction at Jio Fiber,2014.05,Bills,Net Banking,Mumbai,Salary,Debit,Desktop,INR,Service,No,Saturday,October,Afternoon
12-10-2025,Transaction at Water Board,3996.2,Bills,Credit Card,Chennai,Current,Debit,Desktop,INR,Service,Yes,Sunday,October,Night
12-10-2025,Transaction at Subway,464.4,Food,Credit Card,Bangalore,Salary,Debit,POS Terminal,INR,Restaurant,No,Sunday,October,Afternoon
12-10-2025,Transaction at Allen Solly,3047.62,Clothing,UPI,Mumbai,Current,Debit,Desktop,INR,Retail,Yes,Sunday,October,Evening
12-10-2025,Transaction at Meesho,878.42,Online Shopping,Net Banking,Delhi,Salary,Debit,Desktop,INR,Online Store,No,Sunday,October,Morning
12-10-2025,Transaction at Aha,443.24,Entertainment,UPI,Chennai,Credit Card,Debit,Mobile,INR,Subscription,Yes,Sunday,October,Evening
12-10-2025,Transaction at Spencers,1707.01,Grocery,Net Banking,Kolkata,Salary,Debit,Desktop,INR,Retail,No,Sunday,October,Afternoon
12-10-2025,Transaction at Pantaloons,3803.1,Clothing,Credit Card,Chennai,Savings,Debit,Desktop,INR,Retail,No,Sunday,October,Morning
12-10-2025,Transaction at Water Board,4244.44,Bills,Net Banking,Delhi,Savings,Debit,Desktop,INR,Service,No,Sunday,October,Afternoon
12-10-2025,Transaction at Cream Stone,804.52,Food,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Sunday,October,Afternoon
12-10-2025,Transaction at BigBazaar,444.84,Grocery,Credit Card,Mumbai,Salary,Debit,Mobile,INR,Retail,Yes,Sunday,October,Afternoon
12-10-2025,Transaction at Nike,6574.14,Clothing,Net Banking,Bangalore,Salary,Debit,Desktop,INR,Retail,Yes,Sunday,October,Evening
12-10-2025,Transaction at Apple Music,968.89,Entertainment,UPI,Delhi,Current,Debit,Mobile,INR,Subscription,Yes,Sunday,October,Evening
12-10-2025,Transaction at Nike,5365.26,Clothing,Net Banking,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,October,Evening
12-10-2025,Transaction at Paradise Biryani,271.57,Food,UPI,Pune,Salary,Debit,Mobile,INR,Restaurant,Yes,Sunday,October,Morning
12-10-2025,Transaction at SonyLiv,251.13,Entertainment,UPI,Delhi,Salary,Debit,POS Terminal,INR,Subscription,No,Sunday,October,Night
13-10-2025,Transaction at Meru Cabs,458.32,Transport,Debit Card,Kolkata,Current,Debit,Desktop,INR,Service,No,Monday,October,Evening
13-10-2025,Transaction at Dominos,1249.18,Food,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Restaurant,Yes,Monday,October,Morning
13-10-2025,Transaction at IRCTC,8676.83,Travel,Net Banking,Delhi,Savings,Debit,Desktop,INR,Service,No,Monday,October,Night
13-10-2025,Transaction at Apple Music,310.72,Entertainment,UPI,Delhi,Salary,Debit,Desktop,INR,Subscription,No,Monday,October,Night
13-10-2025,Transaction at Netflix,486.54,Entertainment,Net Banking,Delhi,Current,Debit,POS Terminal,INR,Subscription,Yes,Monday,October,Afternoon
13-10-2025,Transaction at IRCTC,9639.1,Travel,Debit Card,Kolkata,Current,Debit,Desktop,INR,Service,Yes,Monday,October,Morning
13-10-2025,Transaction at Yulu Bikes,154.95,Transport,Net Banking,Pune,Savings,Debit,POS Terminal,INR,Service,Yes,Monday,October,Night
13-10-2025,Transaction at Yulu Bikes,867.64,Transport,Debit Card,Pune,Savings,Debit,Desktop,INR,Service,No,Monday,October,Evening
13-10-2025,Transaction at MakeMyTrip,2045.48,Travel,UPI,Delhi,Salary,Debit,Mobile,INR,Service,No,Monday,October,Afternoon
13-10-2025,Transaction at Metro Rail,124.27,Transport,Net Banking,Mumbai,Credit Card,Debit,Desktop,INR,Service,Yes,Monday,October,Night
13-10-2025,Transaction at CCD,1402.66,Food,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Restaurant,Yes,Monday,October,Afternoon
13-10-2025,Transaction at Zee5,210.54,Entertainment,Debit Card,Delhi,Current,Debit,POS Terminal,INR,Subscription,No,Monday,October,Night
13-10-2025,Transaction at Spotify,307.24,Entertainment,Net Banking,Pune,Current,Debit,Desktop,INR,Subscription,No,Monday,October,Evening
13-10-2025,Transaction at Yulu Bikes,603.78,Transport,Credit Card,Mumbai,Current,Debit,POS Terminal,INR,Service,Yes,Monday,October,Night
13-10-2025,Transaction at Cream Stone,717.38,Food,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Restaurant,No,Monday,October,Afternoon
14-10-2025,Transaction at TSRTC,1660.04,Transport,Debit Card,Bangalore,Credit Card,Debit,Mobile,INR,Service,No,Tuesday,October,Night
14-10-2025,Transaction at Biba,6857.44,Clothing,UPI,Mumbai,Current,Debit,Mobile,INR,Retail,Yes,Tuesday,October,Night
14-10-2025,Transaction at Netflix,643.95,Entertainment,UPI,Pune,Salary,Debit,Mobile,INR,Subscription,No,Tuesday,October,Night
14-10-2025,Transaction at Netflix,183.62,Entertainment,Net Banking,Pune,Savings,Debit,Desktop,INR,Subscription,Yes,Tuesday,October,Afternoon
14-10-2025,Transaction at US Polo,2969.3,Clothing,Debit Card,Hyderabad,Salary,Debit,POS Terminal,INR,Retail,Yes,Tuesday,October,Evening
14-10-2025,Transaction at Apollo Hospital,7322.86,Healthcare,Credit Card,Pune,Current,Debit,Desktop,INR,Service,No,Tuesday,October,Afternoon
14-10-2025,Transaction at ACT Fibernet,4443.81,Bills,UPI,Mumbai,Current,Debit,Desktop,INR,Service,No,Tuesday,October,Afternoon
14-10-2025,Transaction at YouTube Premium,771.28,Entertainment,Net Banking,Delhi,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,October,Evening
14-10-2025,Transaction at Nykaa,1185.47,Online Shopping,UPI,Bangalore,Savings,Debit,POS Terminal,INR,Online Store,Yes,Tuesday,October,Evening
14-10-2025,Transaction at Aster,808.63,Healthcare,Debit Card,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,October,Afternoon
14-10-2025,Transaction at Spencers,2192.43,Grocery,Net Banking,Chennai,Salary,Debit,Desktop,INR,Retail,No,Tuesday,October,Evening
14-10-2025,Transaction at Goibibo,637.01,Travel,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Tuesday,October,Night
14-10-2025,Transaction at Property Tax Online,5052.83,Bills,Debit Card,Mumbai,Credit Card,Debit,Mobile,INR,Service,No,Tuesday,October,Evening
14-10-2025,Transaction at Aha,545.36,Entertainment,Credit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Tuesday,October,Morning
15-10-2025,Transaction at Ola,833.64,Transport,Credit Card,Delhi,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,October,Evening
15-10-2025,Transaction at AirAsia,8765.67,Travel,Debit Card,Pune,Current,Debit,Mobile,INR,Service,Yes,Wednesday,October,Evening
15-10-2025,Transaction at Reliance Fresh,1099.13,Grocery,Net Banking,Bangalore,Credit Card,Debit,Mobile,INR,Retail,Yes,Wednesday,October,Afternoon
15-10-2025,Transaction at DMart,3114.78,Grocery,Debit Card,Chennai,Salary,Debit,POS Terminal,INR,Retail,No,Wednesday,October,Night
15-10-2025,Transaction at Puma,2389.46,Clothing,Debit Card,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Wednesday,October,Evening
15-10-2025,Transaction at DMart,1666.05,Grocery,Debit Card,Pune,Salary,Debit,Desktop,INR,Retail,No,Wednesday,October,Evening
15-10-2025,Transaction at Ajio,4482.29,Online Shopping,UPI,Bangalore,Current,Debit,Mobile,INR,Online Store,No,Wednesday,October,Morning
15-10-2025,Transaction at RedBus,1747.17,Transport,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,October,Night
15-10-2025,Transaction at TNEB,2554.16,Bills,Debit Card,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Wednesday,October,Morning
15-10-2025,Transaction at Snapdeal,7087.24,Online Shopping,UPI,Mumbai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Wednesday,October,Afternoon
16-10-2025,Transaction at Biba,7817.58,Clothing,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Thursday,October,Night
16-10-2025,Transaction at IndiGo,3360.61,Travel,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Service,Yes,Thursday,October,Afternoon
16-10-2025,Transaction at Netflix,896.26,Entertainment,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Subscription,Yes,Thursday,October,Afternoon
16-10-2025,Transaction at Wrogn,7455.07,Clothing,UPI,Bangalore,Savings,Debit,POS Terminal,INR,Retail,Yes,Thursday,October,Morning
16-10-2025,Transaction at SonyLiv,251.69,Entertainment,Debit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Subscription,Yes,Thursday,October,Night
16-10-2025,Transaction at AirAsia,5134.31,Travel,Credit Card,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Thursday,October,Evening
16-10-2025,Transaction at Airtel,1359.11,Bills,Net Banking,Bangalore,Current,Debit,POS Terminal,INR,Service,No,Thursday,October,Evening
16-10-2025,Transaction at 1mg,9261.35,Healthcare,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Thursday,October,Night
16-10-2025,Transaction at Gaana,781.06,Entertainment,Net Banking,Chennai,Savings,Debit,Desktop,INR,Subscription,No,Thursday,October,Morning
16-10-2025,Transaction at Reliance Fresh,2530.51,Grocery,UPI,Mumbai,Salary,Debit,Mobile,INR,Retail,No,Thursday,October,Morning
16-10-2025,Transaction at Tata Cliq,1317.02,Online Shopping,Net Banking,Chennai,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Thursday,October,Morning
16-10-2025,Transaction at TNEB,2424.56,Bills,UPI,Kolkata,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,October,Night
16-10-2025,Transaction at Wrogn,7446.55,Clothing,UPI,Pune,Salary,Debit,Mobile,INR,Retail,Yes,Thursday,October,Evening
16-10-2025,Transaction at McDonalds,1028.93,Food,Credit Card,Mumbai,Savings,Debit,Mobile,INR,Restaurant,Yes,Thursday,October,Night
17-10-2025,Transaction at Hotstar,271.2,Entertainment,UPI,Pune,Savings,Debit,POS Terminal,INR,Subscription,Yes,Friday,October,Evening
17-10-2025,Transaction at CCD,1448.1,Food,UPI,Bangalore,Salary,Debit,Mobile,INR,Restaurant,Yes,Friday,October,Morning
17-10-2025,Transaction at Netmeds,4190.51,Healthcare,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Friday,October,Morning
17-10-2025,Transaction at Zara,1943.06,Clothing,Credit Card,Chennai,Current,Debit,Desktop,INR,Retail,No,Friday,October,Night
17-10-2025,Transaction at BigBazaar,3576.87,Grocery,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,October,Night
17-10-2025,Transaction at Pepperfry,6589.03,Online Shopping,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Online Store,Yes,Friday,October,Night
17-10-2025,Transaction at MedPlus,2470.24,Healthcare,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Friday,October,Afternoon
17-10-2025,Transaction at Star Bazaar,1838.04,Grocery,Debit Card,Bangalore,Current,Debit,Mobile,INR,Retail,Yes,Friday,October,Night
17-10-2025,Transaction at DMart,2974.81,Grocery,UPI,Kolkata,Current,Debit,Desktop,INR,Retail,No,Friday,October,Morning
17-10-2025,Transaction at McDonalds,1138.95,Food,Debit Card,Delhi,Salary,Debit,Mobile,INR,Restaurant,No,Friday,October,Night
17-10-2025,Transaction at TSRTC,648.0,Transport,Net Banking,Kolkata,Credit Card,Debit,Mobile,INR,Service,No,Friday,October,Afternoon
17-10-2025,Transaction at Levis,3716.27,Clothing,UPI,Kolkata,Savings,Debit,Desktop,INR,Retail,No,Friday,October,Evening
17-10-2025,Transaction at Gaana,641.8,Entertainment,UPI,Pune,Current,Debit,Desktop,INR,Subscription,Yes,Friday,October,Afternoon
17-10-2025,Transaction at Dominos,818.93,Food,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Restaurant,Yes,Friday,October,Night
17-10-2025,Transaction at Adidas,2083.36,Clothing,Credit Card,Hyderabad,Current,Debit,Desktop,INR,Retail,Yes,Friday,October,Morning
17-10-2025,Transaction at Vistara,7704.52,Travel,Debit Card,Kolkata,Current,Debit,Desktop,INR,Service,No,Friday,October,Morning
17-10-2025,Transaction at TNEB,3073.97,Bills,Debit Card,Chennai,Salary,Debit,Mobile,INR,Service,No,Friday,October,Afternoon
17-10-2025,Transaction at Star Bazaar,1226.08,Grocery,UPI,Hyderabad,Current,Debit,Desktop,INR,Retail,No,Friday,October,Night
17-10-2025,Transaction at Amazon Prime,649.76,Entertainment,Credit Card,Hyderabad,Salary,Debit,Mobile,INR,Subscription,No,Friday,October,Night
17-10-2025,Transaction at Ajio,580.37,Online Shopping,Debit Card,Kolkata,Salary,Debit,Desktop,INR,Online Store,No,Friday,October,Morning
18-10-2025,Transaction at ACT Fibernet,3164.33,Bills,Debit Card,Mumbai,Credit Card,Debit,POS Terminal,INR,Service,No,Saturday,October,Afternoon
18-10-2025,Transaction at BSNL,2015.64,Bills,UPI,Chennai,Salary,Debit,Mobile,INR,Service,No,Saturday,October,Night
18-10-2025,Transaction at Jio Fiber,866.04,Bills,Debit Card,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Saturday,October,Afternoon
18-10-2025,Transaction at YouTube Premium,433.19,Entertainment,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Subscription,Yes,Saturday,October,Evening
18-10-2025,Transaction at Aster,843.92,Healthcare,Debit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,Yes,Saturday,October,Afternoon
18-10-2025,Transaction at BSNL,5740.9,Bills,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Service,No,Saturday,October,Night
18-10-2025,Transaction at Levis,3065.2,Clothing,Net Banking,Pune,Salary,Debit,POS Terminal,INR,Retail,Yes,Saturday,October,Morning
18-10-2025,Transaction at Nykaa,5413.49,Online Shopping,Net Banking,Chennai,Credit Card,Debit,Desktop,INR,Online Store,Yes,Saturday,October,Morning
18-10-2025,Transaction at Pepperfry,883.4,Online Shopping,Credit Card,Pune,Salary,Debit,Desktop,INR,Online Store,No,Saturday,October,Morning
18-10-2025,Transaction at Pantaloons,7335.58,Clothing,UPI,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,No,Saturday,October,Evening
18-10-2025,Transaction at Cream Stone,1454.25,Food,Net Banking,Chennai,Credit Card,Debit,Mobile,INR,Restaurant,No,Saturday,October,Morning
18-10-2025,Transaction at Amazon Prime,176.3,Entertainment,Debit Card,Chennai,Credit Card,Debit,Mobile,INR,Subscription,No,Saturday,October,Night
18-10-2025,Transaction at Vistara,6502.89,Travel,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Service,No,Saturday,October,Night
18-10-2025,Transaction at Starbucks,1131.35,Food,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Restaurant,Yes,Saturday,October,Morning
18-10-2025,Transaction at BMTC,101.56,Transport,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Saturday,October,Evening
18-10-2025,Transaction at Max Fashion,6022.16,Clothing,Debit Card,Bangalore,Credit Card,Debit,Desktop,INR,Retail,Yes,Saturday,October,Night
18-10-2025,Transaction at Vodafone Idea,4354.0,Bills,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Service,No,Saturday,October,Afternoon
18-10-2025,Transaction at CloudNine,6353.91,Healthcare,UPI,Delhi,Salary,Debit,Mobile,INR,Service,No,Saturday,October,Evening
19-10-2025,Transaction at More Supermarket,4112.29,Grocery,UPI,Chennai,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,October,Morning
19-10-2025,Transaction at SonyLiv,974.72,Entertainment,UPI,Delhi,Current,Debit,Desktop,INR,Subscription,No,Sunday,October,Evening
19-10-2025,Transaction at Spencers,3368.37,Grocery,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Retail,No,Sunday,October,Night
19-10-2025,Transaction at Amazon Prime,563.66,Entertainment,Net Banking,Pune,Current,Debit,Mobile,INR,Subscription,Yes,Sunday,October,Evening
19-10-2025,Transaction at US Polo,5871.57,Clothing,Debit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,Yes,Sunday,October,Morning
19-10-2025,Transaction at Pantaloons,4013.75,Clothing,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Sunday,October,Afternoon
19-10-2025,Transaction at A2B,376.89,Food,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,October,Evening
19-10-2025,Transaction at BSNL,351.06,Bills,Net Banking,Mumbai,Savings,Debit,Mobile,INR,Service,Yes,Sunday,October,Evening
19-10-2025,Transaction at Meesho,8840.19,Online Shopping,UPI,Pune,Current,Debit,Mobile,INR,Online Store,No,Sunday,October,Afternoon
19-10-2025,Transaction at Netflix,710.9,Entertainment,Net Banking,Kolkata,Credit Card,Debit,POS Terminal,INR,Subscription,No,Sunday,October,Evening
19-10-2025,Transaction at Apollo Pharmacy,7259.05,Healthcare,Net Banking,Hyderabad,Current,Debit,Mobile,INR,Service,Yes,Sunday,October,Evening
19-10-2025,Transaction at Spencers,2782.74,Grocery,Net Banking,Chennai,Savings,Debit,Mobile,INR,Retail,Yes,Sunday,October,Night
19-10-2025,Transaction at Pantaloons,3376.6,Clothing,Net Banking,Kolkata,Salary,Debit,POS Terminal,INR,Retail,Yes,Sunday,October,Night
19-10-2025,Transaction at Goibibo,6511.05,Travel,Credit Card,Hyderabad,Savings,Debit,Desktop,INR,Service,Yes,Sunday,October,Evening
19-10-2025,Transaction at Nilgiris,3228.48,Grocery,UPI,Hyderabad,Current,Debit,Mobile,INR,Retail,Yes,Sunday,October,Evening
